@relation attenuation

@attribute Test_ID numeric
@attribute Scenario numeric
@attribute Run numeric
@attribute Minute {Min00,Min01,Min02,Min03,Min04,Min05,Min06,Min07,Min08,Min09}
@attribute AP_RSSI numeric
@attribute AP_TxRate numeric
@attribute AP_Noise numeric
@attribute AP_MCS {MCS7,MCS6,MCS5,MCS4,MCS2,MCS1,MCS0,5.5M,MCS3}
@attribute AP_Throughput numeric
@attribute AP_FDR numeric
@attribute Client_RSSI numeric
@attribute Client_TxRate numeric
@attribute Client_Noise numeric
@attribute Client_MCS {MCS7,MCS5,MCS4,MCS3,MCS2,MCS1,MCS0,5.5M,MCS6,11.0M}
@attribute Client_Throughput numeric
@attribute Client_FDR numeric
@attribute GoPing_Min numeric
@attribute GoPing_Avg numeric
@attribute GoPing_Max numeric
@attribute GoPing_Std_Dev numeric
@attribute GoPing_Loss numeric
@attribute class {0,1}

@data
158,1,4,Min07,-67,65,-95,MCS7,56.9,0.894153,-67,65,-95,MCS7,54.9,0.863159,670.42,781.866814,1194.39,79.268392,0,0
159,1,4,Min08,-72,52,-95,MCS5,44.5,0.884442,-71,52,-95,MCS5,43.6,0.809134,301.13,1001.33194,1806.16,148.108796,0,1
160,1,4,Min09,-69,65,-95,MCS7,56.9,0.87342,-65,65,-95,MCS7,54.1,0.857698,659.77,757.399167,882.96,34.225723,0,0
161,2,4,Min00,-68,65,-95,MCS7,56.9,0.895691,-67,65,-95,MCS7,54.1,0.847377,1.62,654.967444,869.84,214.993599,0.15,0
162,2,4,Min01,-67,65,-95,MCS7,56.9,0.899764,-68,65,-95,MCS7,51.8,0.869313,630.36,756.475762,905.27,35.92211,0,0
163,2,4,Min02,-74,52,-95,MCS5,39,0.812123,-74,52,-95,MCS5,38.7,0.735139,727.86,1193.032422,1543.68,104.648533,0,1
164,2,4,Min03,-67,65,-95,MCS7,56.9,0.814433,-65,65,-95,MCS7,54.1,0.742239,554.08,758.998295,861.39,36.16354,0,0
165,2,4,Min04,-67,65,-95,MCS7,54.6,0.896443,-68,65,-95,MCS7,54.1,0.865166,665.14,759.816613,884.87,34.018448,0,0
166,2,4,Min05,-67,65,-95,MCS7,56.9,0.896177,-68,65,-95,MCS7,48.6,0.770344,553.15,756.449356,841.76,36.333226,0,0
167,2,4,Min06,-67,65,-95,MCS7,56.9,0.896871,-67,65,-95,MCS7,51.2,0.871511,669.16,753.882727,852.07,33.938291,0,0
168,2,4,Min07,-68,65,-95,MCS7,56.3,0.898109,-68,65,-95,MCS7,50.8,0.873837,552.6,781.870369,2343.39,163.165476,0.11,0
169,2,4,Min08,-76,39,-95,MCS4,33.7,0.898177,-76,39,-95,MCS4,29.4,0.699704,651.74,1347.657192,1999.72,251.090215,0,1
170,2,4,Min09,-68,65,-95,MCS7,56.9,0.896526,-68,65,-95,MCS7,54.9,0.74772,654.77,757.336933,955.14,37.148732,0,0
171,3,4,Min00,-69,65,-95,MCS7,56.9,0.903743,-68,65,-95,MCS7,48,0.834238,1.61,664.143846,1032.22,209.054131,0.16,0
172,3,4,Min01,-67,65,-95,MCS7,53.5,0.902355,-67,65,-95,MCS7,48.3,0.834878,668.81,758.234101,856.01,35.010284,0,0
173,3,4,Min02,-79,26,-95,MCS3,22.4,0.610342,-79,39,-95,MCS4,23.1,0.677966,695.1,1979.136876,2461.18,193.390833,0,1
174,3,4,Min03,-67,65,-95,MCS7,57.2,0.607019,-68,65,-95,MCS7,27.1,0.679245,657.92,765.415922,1486.97,82.786132,0,0
175,3,4,Min04,-67,65,-95,MCS7,56.9,0.8982,-67,65,-95,MCS7,54.1,0.861587,678.3,763.183087,848.36,32.431055,0,0
176,3,4,Min05,-67,65,-95,MCS7,56.9,0.897421,-67,65,-95,MCS7,50.5,0.865323,674.11,756.331114,864.92,34.191217,0,0
177,3,4,Min06,-67,65,-95,MCS7,56.9,0.897548,-67,65,-95,MCS7,54.1,0.867838,676.59,757.952787,853.62,33.173949,0,0
178,3,4,Min07,-67,65,-95,MCS7,56.9,0.898006,-65,65,-95,MCS7,54.1,0.87023,290.52,787.397937,3692.96,330.97623,0.27,0
179,3,4,Min08,-82,19.5,-95,MCS2,16.7,0.897969,-82,19.5,-95,MCS2,16.1,0.726621,508.47,1892.578706,2972.92,756.551764,0,1
180,3,4,Min09,-68,65,-95,MCS7,56.9,0.897008,-68,65,-95,MCS7,54.1,0.708926,690.2,761.813539,853.98,32.555576,0,0
181,4,4,Min00,-66,65,-95,MCS7,56.9,0.896,-67,65,-95,MCS7,54.1,0.85046,1.54,659.058812,1146.66,219.248667,0.09,0
182,4,4,Min01,-67,65,-95,MCS7,56.9,0.900698,-67,65,-95,MCS7,54.9,0.87809,668.43,754.199263,841.39,33.80492,0,0
183,4,4,Min02,-85,13,-95,MCS1,10.5,0.668687,-86,13,-95,MCS2,10.6,0.685576,643.2,3405.371542,4521.43,850.542619,0.04,1
184,4,4,Min03,-68,65,-95,MCS7,56.9,0.897461,-68,65,-95,MCS7,50.6,0.874117,682.52,755.663681,847.29,32.190778,0,0
185,4,4,Min04,-68,65,-95,MCS7,54.9,0.897136,-68,65,-95,MCS7,54.1,0.866825,685.09,758.536239,855.74,33.884327,0,0
186,4,4,Min05,-67,65,-95,MCS7,56.9,0.897322,-68,65,-95,MCS7,54.1,0.87613,598.1,755.257725,895.62,35.309025,0,0
187,4,4,Min06,-67,65,-95,MCS7,57.2,0.898081,-66,65,-95,MCS7,54.1,0.871963,522.38,759.029387,1013.62,47.369959,0,0
188,4,4,Min07,-68,65,-95,MCS7,56.9,0.898987,-67,65,-95,MCS7,51.2,0.870354,471.1,1340.177576,8221.6,1662.235482,0.01,0
189,4,4,Min08,-87,6.5,-95,MCS0,5.6,0.899503,-86,13,-95,MCS1,7.1,0.673836,481.07,5278.462756,8667.77,2330.812802,0.43,1
190,4,4,Min09,-67,65,-95,MCS7,57.2,0.899102,-66,65,-95,MCS7,54.1,0.869966,678.37,752.864973,847.72,31.89436,0,0
191,5,4,Min00,-68,65,-95,MCS7,35,0.889315,-67,65,-95,MCS7,54.1,0.880903,38.59,676.118534,858.46,194.082378,0.1,0
192,5,4,Min01,-68,65,-95,MCS7,56.1,0.894294,-67,65,-95,MCS7,54.1,0.866429,638.51,757.907908,976.4,36.46042,0,0
193,5,4,Min02,-88,5.5,-95,5.5M,3.5,0.856867,-88,11,-95,11.0M,3.6,0.550918,146.78,3663.127084,13905.66,2766.617116,0.72,1
194,5,4,Min03,-67,65,-95,MCS7,56.9,0.868756,-67,65,-95,MCS7,54.3,0.868941,336.5,716.659896,841.46,84.15957,0,0
195,5,4,Min04,-68,65,-95,MCS7,56.6,0.897368,-67,65,-95,MCS7,54.9,0.871212,681.98,761.120292,871.13,34.399211,0,0
196,5,4,Min05,-68,65,-95,MCS7,54.4,0.897831,-66,65,-95,MCS7,54.9,0.871884,654.87,757.594561,852.63,34.736905,0,0
197,5,4,Min06,-67,65,-95,MCS7,57.2,0.897429,-67,65,-95,MCS7,47.4,0.868667,620.74,754.316073,857.41,35.769288,0,0
198,5,4,Min07,-68,65,-95,MCS7,56.9,0.898415,-67,65,-95,MCS7,51.2,0.869174,660.5,756.082,847.39,32.838456,0,0
199,5,4,Min08,-88,5.5,-95,5.5M,1.8,0.74982,-90,5.5,-95,5.5M,2.5,0.820312,208.23,7372.244067,30988.05,9115.274155,1.9,1
200,5,4,Min09,-68,65,-95,MCS7,56.9,0.737976,-66,65,-95,MCS7,49.2,0.865173,319.78,543.751036,803.03,94.24934,0,0
201,1,5,Min00,-67,65,-95,MCS7,53.4,0.882677,-68,65,-95,MCS7,48.8,0.854502,1.63,656.382844,896.88,204.626654,0.06,0
202,1,5,Min01,-68,65,-95,MCS7,56.9,0.900631,-68,65,-95,MCS7,54.9,0.863026,360.49,758.598874,1352.42,71.4132,0,0
203,1,5,Min02,-71,58.5,-95,MCS6,48.8,0.887247,-67,65,-95,MCS7,45.7,0.848771,378.04,870.119768,1366.15,99.667044,0,1
204,1,5,Min03,-67,65,-95,MCS7,56.9,0.884175,-67,65,-95,MCS7,53.4,0.842839,632.32,758.683582,948.58,37.896572,0,0
205,1,5,Min04,-68,65,-95,MCS7,56.9,0.887586,-68,65,-95,MCS7,54.1,0.852755,662.8,752.655053,870.72,32.849136,0,0
206,1,5,Min05,-68,65,-95,MCS7,56.9,0.890267,-65,65,-95,MCS7,55.6,0.85864,666.54,757.361741,840.94,32.315331,0,0
207,1,5,Min06,-68,65,-95,MCS7,55.6,0.891806,-67,65,-95,MCS7,51.2,0.862522,662.3,756.218978,854.95,34.092789,0,0
208,1,5,Min07,-68,65,-95,MCS7,56.9,0.892586,-69,65,-95,MCS7,55.6,0.858151,468.07,765.874587,1242.28,76.858259,0,0
209,1,5,Min08,-70,58.5,-95,MCS6,44.5,0.882844,-71,58.5,-95,MCS6,39,0.818349,438.07,993.64483,1383.41,117.733094,0,1
210,1,5,Min09,-68,65,-95,MCS7,56.9,0.893076,-68,65,-95,MCS7,42.8,0.814653,659.01,752.494904,860.83,34.416861,0,0
211,2,5,Min00,-67,65,-95,MCS7,54.3,0.897995,-67,65,-95,MCS7,52.3,0.873954,1.14,655.130543,878.17,213.969999,0.12,0
212,2,5,Min01,-67,65,-95,MCS7,56.9,0.899263,-67,65,-95,MCS7,54.1,0.886016,671.07,754.374051,1075.89,34.401424,0,0
213,2,5,Min02,-74,52,-95,MCS5,39.2,0.823269,-72,52,-95,MCS5,32.6,0.729206,727.51,1170.530497,1588.96,119.061782,0,1
214,2,5,Min03,-68,65,-95,MCS7,57.2,0.825777,-66,65,-95,MCS7,53.7,0.881019,671.21,755.130503,862.94,33.227922,0,0
215,2,5,Min04,-68,65,-95,MCS7,56.9,0.896171,-68,65,-95,MCS7,49.8,0.728042,667.54,755.006086,874.65,32.629323,0,0
216,2,5,Min05,-67,65,-95,MCS7,56.9,0.89697,-67,65,-95,MCS7,47.6,0.745362,671.93,757.997598,845.38,32.17051,0,0
217,2,5,Min06,-67,65,-95,MCS7,56.6,0.897151,-67,65,-95,MCS7,51.5,0.879419,619.75,758.882953,1104.25,45.179454,0,0
218,2,5,Min07,-67,65,-95,MCS7,57.2,0.897434,-67,65,-95,MCS7,49.1,0.87918,671.07,828.395383,2130.51,226.893046,0,0
219,2,5,Min08,-76,39,-95,MCS4,32.3,0.897721,-75,39,-95,MCS4,20.5,0.706049,705.54,1366.508237,1789.25,216.263569,0,1
220,2,5,Min09,-67,65,-95,MCS7,33.7,0.896092,-68,65,-95,MCS7,54.1,0.794563,663.65,757.152118,847.64,34.393877,0,0
221,3,5,Min00,-67,65,-95,MCS7,56.9,0.897573,-67,65,-95,MCS7,54.1,0.855484,1.45,641.864438,845.92,226.487543,0.09,0
222,3,5,Min01,-67,65,-95,MCS7,57.2,0.898226,-67,65,-95,MCS7,50.5,0.873271,684.98,760.115565,854.78,32.631553,0,0
223,3,5,Min02,-78,39,-95,MCS4,22.4,0.660023,-78,39,-95,MCS4,24.5,0.67366,713.38,1910.112129,2576.86,256.266513,0,1
224,3,5,Min03,-67,65,-95,MCS7,22.4,0.893458,-68,65,-95,MCS7,27.4,0.677687,643.03,785.428758,2280.34,160.546605,0,0
225,3,5,Min04,-68,65,-95,MCS7,54.4,0.894001,-67,65,-95,MCS7,54.1,0.870189,675.42,756.930571,872.98,33.86545,0,0
226,3,5,Min05,-68,65,-95,MCS7,55.2,0.895923,-66,65,-95,MCS7,53.2,0.872358,664.88,753.307945,843.41,32.974597,0,0
227,3,5,Min06,-67,65,-95,MCS7,56.9,0.896865,-67,65,-95,MCS7,54.1,0.87409,657.89,757.07069,866.28,34.215219,0,0
228,3,5,Min07,-68,65,-95,MCS7,56.9,0.897268,-65,65,-95,MCS7,54.1,0.874784,652.93,849.869405,3589.96,421.979365,0,0
229,3,5,Min08,-82,19.5,-95,MCS2,16.7,0.875577,-81,19.5,-95,MCS2,16.3,0.718761,686.53,2378.886467,3090.49,609.815021,0.01,1
230,3,5,Min09,-67,65,-95,MCS7,57.2,0.896493,-68,65,-95,MCS7,54.1,0.87382,454.15,754.305671,973.67,44.038409,0,0
231,4,5,Min00,-68,65,-95,MCS7,54.9,0.899807,-67,65,-95,MCS7,48.9,0.830083,1.61,647.188574,869.66,228.917539,0.07,0
232,4,5,Min01,-67,65,-95,MCS7,56.9,0.89802,-67,65,-95,MCS7,54.1,0.852701,628.6,753.924834,844.07,34.586215,0,0
233,4,5,Min02,-84,19.5,-95,MCS2,13.8,0.70655,-85,19.5,-95,MCS2,11.4,0.697025,705.94,3006.540854,4398.52,729.739041,0.13,1
234,4,5,Min03,-67,65,-95,MCS7,56.9,0.71812,-66,65,-95,MCS7,52.7,0.864376,652.05,753.194574,857.97,32.2913,0,0
235,4,5,Min04,-68,65,-95,MCS7,56.9,0.897913,-65,65,-95,MCS7,54.1,0.867806,678.28,759.091629,851.35,32.682857,0,0
236,4,5,Min05,-67,65,-95,MCS7,57.2,0.89848,-67,65,-95,MCS7,48.9,0.870057,643.13,754.784699,850.92,33.905534,0,0
237,4,5,Min06,-68,65,-95,MCS7,56.9,0.898912,-65,65,-95,MCS7,54.9,0.87183,675.02,756.529412,863.07,34.093729,0,0
238,4,5,Min07,-68,65,-95,MCS7,56.9,0.898938,-66,65,-95,MCS7,54.1,0.872883,667.4,843.937487,8857.06,809.511774,0.01,0
239,4,5,Min08,-87,6.5,-95,MCS1,5.6,0.61783,-87,13,-95,MCS1,6.7,0.693472,691.26,5261.064972,10203.94,2209.687896,0.13,1
240,4,5,Min09,-67,65,-95,MCS7,57.2,0.606098,-67,65,-95,MCS7,49.4,0.857348,660.33,757.978251,856.65,33.061258,0,0
241,5,5,Min00,-68,65,-95,MCS7,56.9,0.893703,-67,65,-95,MCS7,48.9,0.868217,1.62,645.638996,989.54,223.781975,0.08,0
242,5,5,Min01,-68,65,-95,MCS7,57.2,0.894069,-68,65,-95,MCS7,54.9,0.869602,534.15,758.994647,916.8,39.712707,0,0
243,5,5,Min02,-88,5.5,-95,5.5M,3.5,0.626543,-89,6.5,-95,11.0M,3.6,0.543877,561.21,8453.632391,14608.49,4087.955804,0.25,1
244,5,5,Min03,-69,65,-95,MCS7,57.2,0.695463,-68,65,-95,MCS7,53.1,0.864691,652.12,760.214502,885.61,34.788979,0,0
245,5,5,Min04,-69,65,-95,MCS7,57.2,0.897138,-67,65,-95,MCS7,49.1,0.867897,660.64,755.306352,855.31,33.631746,0,0
246,5,5,Min05,-67,65,-95,MCS7,56.9,0.897362,-66,65,-95,MCS7,48.3,0.860608,665.27,759.513159,867.45,35.882598,0,0
247,5,5,Min06,-68,65,-95,MCS7,57.2,0.897865,-67,65,-95,MCS7,51.5,0.86894,608.66,754.955676,840.03,34.145116,0,0
248,5,5,Min07,-68,65,-95,MCS7,54.3,0.897878,-65,65,-95,MCS7,48.3,0.870581,676.78,810.351965,10770.52,707.275982,0.01,0
249,5,5,Min08,-90,5.5,-95,5.5M,2.5,0.702303,-89,5.5,-95,5.5M,2.4,0.791524,219.5,9447.703515,27235.86,8386.227264,1.28,1
250,5,5,Min09,-67,65,-95,MCS7,56.9,0.897979,-67,65,-95,MCS7,54.1,0.866655,409.03,727.183986,1071.25,82.426646,0,0
